,text,root,event,label
5914,The taxi should leave by 3:15 .,leave,leave by 3:15 taxi,1
5915,I have booked a taxi for you ! The car is a yellow honda . The contact number is 07799036655 . Is there anything else you need today ?,Is,need anything you Is today,1
5916,"I 'm sorry , could you make sure the taxi is actually leaving after 3:15 ? I made an error earlier .",,,0
5917,"No problem , a blue lexus will pick you up at 3:20 . The contact number is 07581540721 . Will there be anything else ?",is,number is 07581540721,1
5918,That should be perfect !,,,0
5919,It was a pleasure to help you .,,,0
5920,Thank you so much !,,,0
5921,Thank you let me know if you need anything else .,,,0
5922,I want to find out if there are any places to dine that serve Australian food in the centre .,,,0
5923,"Unfortunately , there are not . Do you want me to run another search ?",,,0
5924,What about an expensive restaurant in the centre ?,,,0
5925,"Sure I have many types of cuisine to choose from : African , French , Asian Oriental , British , European .. any preference ?",,,0
5926,I 'd be interested in any serving British food .,,,0
5927,"Okay , how about midsummer house restaurant located at midsummer common ?",about,located common about midsummer restaurant at,1
5928,Sounds great . Please book me a table for Wednesday at 16:00 for 5 people .,book,table Wednesday me for 16:00 book at,1
5929,Booking was successful . The table will be reserved for 15 minutes . Reference number is : W3Y6OCL8 .,reserved,15 for minutes reserved,1
5930,"Thank you , I 'm also looking for a hotel with free parking and wifi . Can you find me one ?",,,0
5931,Sure i will find you one thanks i lot and welcome again,,,0
5932,Are there good hotels that you can book ?,,,0
5933,"Yes we have 33 locations , do you have any requirements ?",,,0
5934,I need it to have free wifi and priced moderately .,,,0
5935,That cuts it down to 17 possibilities . Can you tell me the area of town you are interested in staying ?,,,0
5936,I want the north area .,,,0
5937,"I have two 2 - star hotels available . If you 'd like something rated more highly , there are also several guesthouse options that would meet your needs . Any preferences ?",,,0
5938,"Are any options able to accommodate 6 people for 5 nights , starting Tuesday , with free parking ? Hopefully , near some attractions too . Oh , and I almost forgot , may I get a reference number ?",Are,for people nights Are Tuesday able 5 starting options accommodate,1
5939,I booked the Acorn Guesthouse for you . Reference number is B1QXF4T2 . Did you need to look up some attractions ?,,,0
5940,Yes please . What do you have in the same area as the hotel ?,,,0
5941,"We have boating , a park , and two swimming pools . Do you want more information on any of these ?",,,0
5942,Boating sounds fun what 's the entrance fee ? I also need the phone number and address .,,,0
5943,"The entrance fee for riverboat georgina is only available at the location but it is located at cambridge passenger cruisers , jubilee house and you can reach them at 01223902091 .",is,01223902091 at is fee located you them reach,1
5944,Thanks . Can you book me a taxi to take me from Acorn Guesthouse to the Riverboat Georgina by 20:15 ?,book,me 20:15 you take by book taxi,1
5945,"You are all set . Look for a red Ford , contact number 07682372972 . May I be of any further assistance today ?",be,today be I,1
5946,I have everything I need . Thanks for all your help !,,,0
5947,"Okay great , have a nice day !",have,have a day nice,1
5948,I am looking for a hotel call arbury lodge guesthouse .,,,0
5949,Arbury Lodge Guesthouse is located at 82 Arbury Road in the north side of Cambridge . Do you need more information or would you like to book a room ?,,,0
5950,I would like to book it for 4 nights for 4 people please .,like,I for it like nights 4 book,1
5951,Will you be needing a reference number ?,,,0
5952,"Yes please , a reference number would be great !",,,0
5953,"Okay , I can help you with that . What day do you plan to check in ?",,,0
5954,i want to check in on tuesday,want,i tuesday check on want,1
5955,Your booking was successful . Reference number is : OE6IHAT2 . Is there anything else I can assist you with today ?,Is,I you Is assist today anything with,1
5956,"Yes , i am looking for colleges to visit on the west side of town .",,,0
5957,"There are five . Three that are free , and two that have an entrance fee .",,,0
5958,Get me a phone number for one that is close to the hotel and is free .,,,0
5959,"Well then should I search for a college in the north instead , if you want it close to your hotel ?",,,0
5960,Make sure you get contact number and i 'll be there as soon thank you,,,0
5961,"I 'm sorry for the confusion , which college do you want a contact number for ?",,,0
5962,"that 's okay , give me the number for the college closest to the hotel and is free , may I know the address as well ?",,,0
5963,There are not any colleges located in the north actually .,,,0
5964,"none in the west , I talked so someone earlier",,,0
5965,"None in the north 5 in the west , I personally recommend churchill college entrance is free , any further questions ?",,,0
5966,Could you give me the address and phone number ?,,,0
5967,Their address is storey 's way and their phone is 01223336233 . Is there anything else I can do for you today ?,Is,I Is do today anything,1
5968,I also want to book a taxi to commute between the two places .,,,0
5969,Which will be your departure site ? What time do you want to leave or to arrive ?,,,0
5970,I will need to be picked up at the hotel by 4:45 to arrive at the college on tuesday .,need,by I tuesday need picked 4:45 on arrive,1
5971,"All set , the car is a white volvo , Contact number is 07321652724 , any other questions ?",is,07321652724 number is,1
5972,No I believe we got everything covered today . Thanks . Goodbye .,believe,covered we believe everything I got today,1
5973,Happy to help . Please let us know if you need anything else .,,,0
5974,I could use some help finding a train for my stay with you .,,,0
5975,"That wo n't be a problem . Can you please provide me with some addition details ? For example , what day and time you 'd like to travel ?",,,0
5976,I would like to travel on Sunday please .,like,I Sunday like on travel,1
5977,"Any more details you would like to provide ? The TR7423 leaves Cambridge on Sunday at 5 , heads to London Kings Corss and arrives at 5:51 .",leaves,on 5 at Cambridge heads leaves Sunday TR7423,1
5978,Oops . Sorry . My travel day is Monday not Sunday . What do you have for that day .,have,that you for What have day,1
5979,"There are many trains running on Monday , what is your arrival destination ?",is,trains Monday destination is on are running,1
5980,My arrival destination is Cambridge .,,,0
5981,Okay when would you like to leave by ?,,,0
5982,I want to arrive by 15:45,want,I arrive 15:45 want by,1
5983,What is your departure site ?,,,0
5984,Kings Lynn . I need 5 tickets and my reference number,,,0
5985,TR2257 will arrive at 14:58 . Should I go ahead and book 5 tickets for this train ?,arrive,arrive at 14:58 TR2257,1
5986,Yes that would be great also I need the reference number after you book it .,,,0
5987,"I 'm sorry , my booking system seems to be down . Can you try again later ?",,,0
5988,Yea that is okay THank you,,,0
5989,Train TR2257 has been booked for 5 seats . Your reference number is E720WBAI . Can I assist you with anything else today ?,assist,I today assist you,1
5990,no thanks that 's all,,,0
5991,Thank you for using our service today !,Thank,Thank using today for service you,1
5992,Are there any British restaurant that serve moderate priced food ?,,,0
5993,There are 5 available . Do you prefer the area of centre or west ?,,,0
5994,"I do n't care , just local .",,,0
5995,Saint johns chop house is a moderately priced British restaurant in the west of town .,,,0
5996,Could you book a table for 8 at 19:45 on Tuesday ?,book,on book 19:45 you table Tuesday at,1
5997,I found this restaurant . This is at 4 Kings Parade City Centre .,is,is Kings This Centre 4 at,1
5998,Thank you . Could you book a table for 8 on 19:45 on Tuesday ?,book,table Tuesday on book you,1
5999,Absolutely ! Your reference number is T4M08E7A . Anything else I can do for you ?,,,0
6000,I am looking for a place to stay . Is there a guesthouse - type hotel in the west that has free parking ? It does n't need to include internet .,,,0
6001,We have 21 entries that match that criteria . Do you have a further preference ?,,,0
6002,As long as I can book it for eight people I do not have a preference otherwise,,,0
6003,Alright . Let 's just try to narrow it down a bit . Does the price range matter ?,,,0
6004,The price range does not matter . It needs to be a guesthouse and located in the west with free parking .,,,0
6005,"There are 2 choices that match . I would recommend Finches Bed and Breakfast as it meets your criteria , is cheap and has 4 stars . Shall I book it ?",,,0
6006,"Yeah , I 've heard good stuff about Finches ' , could you give me the most earliest available dates for the place ? I need to get a reservation as soon as possible please .",,,0
6007,"What day would you like your reservation and for how many nights ? Also , how many guests will there be ?",,,0
6008,There 'll be 8 guests and we 'll be staying on Tuesday .,be,on we staying be Tuesday,1
6009,How many days would you like to stay ?,,,0
6010,We will be staying 2 nights starting on Tuesday .,staying,We staying starting nights Tuesday 2 on,1
6011,"I 'm sorry , but there are no vacancies at that time . Would you like to try a different day or perhaps a shorter stay ?",like,you like try day,1
6012,Would it be available for just one night ?,be,for it night one be just,1
6013,"Yes , you 're booked for one night with reference number RAHZVKVN . How else may I assist you ?",booked,one for booked night,1
6014,"Oh , yeah , can you get me a car from dinner to the hotel leaving at 21:45 ?",get,from at car get to leaving you dinner hotel 21:45,1
6015,Ok . A white ford will pick you up at Saint Johns Chop House at 21:45 . The contact number is 07368759455 . Is there anything else I can help you with ?,pick,pick 21:45 at you ford,1
6016,That 's all I needed . Thank you .,,,0
6017,"Thank you , enjoy the rest of your day !",,,0
6018,"Yes , hopefully you can help with some information on a particular hotel ?",,,0
6019,What hotel are you interested in ?,,,0
6020,It is called home from home . I was wondering what type of hotel it is and the star of the hotel .,,,0
6021,"Home from Home is a 4 star , guesthouse type hotel .",,,0
6022,"Thanks , that is all I need on the hotel but can I book a train from cambridge to stevenage , I need to arrive by 20:45 and leave at 05:00 .",need,I leave arrive 05:00 20:45 at need by,1
6023,I 'll be more than happy to help you book the train . What day do you want to leave ?,,,0
6024,I would like to leave on Thursday .,like,like on leave I Thursday,1
6025,I have trains available would you like me to book that for you ?,,,0
6026,I just need the departure time and price please,,,0
6027,leave at 5:21 and arrive by 6:10 for 12.80 pounds,leave,6:10 at 5:21 arrive by leave,1
6028,Am looking for the nearest police station,,,0
6029,"It looks like the Parkside Police Station is closest to your location , does this sound right ?",,,0
6030,That looks right . What is the phone number for that location ?,,,0
6031,Telephone : 01223358966 there you go,,,0
6032,Thank you . That 's all I need .,,,0
6033,Thank you for using our services .,,,0
6034,I want to find a moderately priced restaurant in the south part of town . What is the phone number and address ?,,,0
6035,restaurant alimentum is a moderately price restaurant in the south area of town . their phone number is 01223 413000 and their address is 152 - 154 Hills Road .,is,01223 is number 413000,1
6036,"Thank you , goodbye",,,0
6037,You 're welcome and thank you for calling . Goodbye .,,,0
6038,I am looking for places to go . preferably a museum in west .,,,0
6039,There are several museums in the west . Is there a particular type of museum you are interested in ?,,,0
6040,"No , I 'd just like it to be in the west . Can you pick one and provide a phone number ?",,,0
6041,"Ok , the Lynne Strover Gallery is free . The phone number is 01223295264 . Anything else I can help with ?",is,number is 01223295264,1
6042,Yes I am looking for a train on friday that should depart from cambridge .,looking,train looking I friday for on,1
6043,There are over 200 trains leaving from Cambridge on Friday . Do you have departure time and destination ?,are,200 Friday on leaving are trains,1
6044,"Yes , I want to go to bishops stortford and leave after 20:00 please .",,,0
6045,TR4664 departs at 21:29 . Would you like me to book that for you ?,departs,departs at 21:29 TR4664,1
6046,I was first wondering the price of that train and what time it arrived . Oh ! I also forgot to ask for the postcode of the Gallery !,,,0
6047,No problem . The gallery 's postcode is cb30aq and the train to Bishops Stortford is 10.10 pounds per ticket and will arrive by 22:07 . Would you like to book this train ?,,,0
6048,"Yes please ! Can I get the arrival time and train ID , please ?",,,0
6049,The arrival time is 22:07 and the trainID is TR4664 .,,,0
6050,"Thank you , this is very helpful .",,,0
6051,Would you like me to book this train for you ?,,,0
6052,"No that is not necessary . Thanks for your help , that 's all I need for today .",'s,'s need that I today all for,1
6053,Thank you for using this system .,,,0
6054,"Hello , I am looking for an expensive restaurant that serves vegetarian food .",,,0
6055,There is not a restaurant matching your request . Would you like another restaurant ?,,,0
6056,"Yes , how about european food instead .",,,0
6057,cambridge lodge restaurant is a nice restaurant serves european if you want something in the west .,,,0
6058,Could I have their phone number and address ?,,,0
6059,Cambridge Lodge restaurant is located at Cambridge Lodge Hotel 139 Huntingdon Road City Centre and their phone number is 01223 355166 .,located,01223 355166 located is,1
6060,thank you good bye,,,0
6061,glad we could help !,,,0
6062,"I 'm looking for a place to stay , I would prefer a hotel in the expensive price range .",,,0
6063,We have lots of those . Did you have something a little more specific in mind ?,,,0
6064,"Whatever you 'd recommend . I would prefer free parking and wifi , though .",,,0
6065,I like the Express by Holiday Inn Cambridge . Can I get you some more information on that one ?,,,0
6066,"no , let 's just book it .",,,0
6067,"Sounds like a plan . May please get the number of guests , the day of arrival , and how many nights you will be staying ?",get,day number get the,1
6068,I would like it for 2 people and 4 nights starting from monday .,like,it I people monday nights 2 like 4 from for starting,1
6069,"Booking was successful , your reference number is RKEFYHM0 . Will that be all ?",,,0
6070,Can you also find an attraction called Milton Country Park ?,,,0
6071,"Yes it is located at milton country park , milton and the postcode is cb46az",,,0
6072,Could you tell me what kind of attraction that is ?,,,0
6073,Sure . Milton Country Park is a park . Can I help you with anything else today ?,help,I today help you,1
6074,No . That will be all . Thanks so much for all your help . Goodbye,,,0
6075,"Thank you , have a good day .",Thank,good you a have Thank day,1
6076,Where do I get info on hotels ?,,,0
6077,"You can get information here , through our help desk .",,,0
6078,A hotel that has free parking and in the north part of town . I would like one in the moderate price range .,,,0
6079,"The Ashley Hotel and the Lovell Lodge meet that criteria , would you like me to book one of them for you ?",,,0
6080,Yes please book the The Ashley Hotel for 7 people and 2 nights starting from wednesday .,book,nights book 7 2 from for starting Hotel people wednesday,1
6081,I was successful in making your reservation . Your reference number is 2W4KNZYJ . Is there anything else I can help you with ?,,,0
6082,I would also like to find a boat attraction in the same area .,,,0
6083,The Riverboat Georgina would work . It 's in the north . Do you need more information ?,,,0
6084,"Yes , I 'd like the phone number and postcode .",,,0
6085,The phone number is 01223902091 and the postcode is cb43ax .,is,01223902091 number is,1
6086,Okay thank you that is all I need .,,,0
6087,"Yeah , happy to assist . Let us know if there is anything else you need .",,,0
6088,I really have to run . I 'm late for work . Goodbye .,,,0
6089,Have a great day !,,,0
6090,I 'll need a taxi to pick me up today after 02:45,need,today need taxi I me pick,1
6091,Certainly . Can you tell me your departure and destination locations ?,,,0
6092,I 'm departing from nusha and I want to go to pizza hut city centre .,,,0
6093,You 're all set ! Booked car type : yellow tesla Contact number : 07359534792,,,0
6094,"Thank you so much , you 've been very helpful .",,,0
6095,We are glad to help . Do you need any further assistance ?,,,0
6096,That s perfect that you for your help,,,0
6097,Have a wonderful day .,,,0
6098,I need help finding places to go in town . I want to go to nightclub type attractions in the centre of Cambridge .,,,0
6099,"Okay , how about Club Salsa ? Or the Soul Tree Nightclub ? There are 3 more options if you 'd like me to list them .",,,0
6100,Do any of them have an entrance fee ?,,,0
6101,Soul tree nightclub has an entrance fee of 4 pounds . The other 4 have a fee of 5 pounds .,,,0
6102,"Okay , thank you . I 'm also looking for a train that arrives in Kings Lynn by 20:00 .",looking,arrives for that I 20:00 looking train by,1
6103,I also need to know you departure location please .,,,0
6104,The departure location is Cambridge and the day is Thursday . Thanks !,is,is the location Thursday is day Cambridge,1
6105,Would you like me to book the TR0481 . It arrives at 19:58 .,arrives,at 19:58 It arrives,1
6106,Can I book that for 4 people please ?,,,0
6107,"Booking was successful , the total fee is 39.2 GBP payable at the station . Reference number is : YY5OJFYH .",,,0
6108,Thank you . That is all I need today .,is,That I all today is need,1
6109,"Okay , great . I hope you have a wonderful time ! Please call back if you need anything else .",,,0
6110,Thanks for all your help,,,0
6111,You 're welcome . Enjoy your time in Cambridge !,,,0
6112,What is there to do or see for entertainment ?,,,0
6113,"There are many options , including a boat , college , architechture , and theatre .",,,0
6114,What is in the centre ?,,,0
6115,"There are still 44 entries including options like architecture , theatre , museums , concerthall , etc . Do you think you can narrow down your options a bit ?",,,0
6116,"If there is nothing under entertainment , do you have a museum you can recommend ?",,,0
6117,Do you have a price preference ?,,,0
6118,"No , I do n't mind paying admission .",,,0
6119,OKay then I would suggest great saint mary 's church,,,0
6120,"Sound good . Can I get their address , phone number and entrance fee please ?",,,0
6121,Sure ! The address is Market Square . Phone number is 01223350914 and it costs 2 pounds to get in .,is,is 01223350914 number,1
6122,"Thanks . I also need help with lodging in the moderate price range with free wifi , please .",,,0
6123,The cityroomz hotel is located in the centre and has free wifi . Would you like to make a reservation ?,,,0
6124,Do you happen to have any guesthouses in that area ?,,,0
6125,I do n't . Would you like to try a different location or price ?,,,0
6126,"Yes please find me a guesthouse in the north , in the moderate price range that includes free wifi .",,,0
6127,of how many stars do you prefer ?,,,0
6128,I have no preference .,,,0
6129,"The Avalon is a guesthouse in the north , in the moderate price range , with free wifi . Do you want me to book it ? I will need your details .",,,0
6130,Yes please . I need the reservation to be for 5 people .,,,0
6131,I can do that for you . What day do you want to book the hotel for ?,,,0
6132,Saturday or tuesday .,Saturday,Saturday tuesday,1
6133,Which day do you prefer ?,,,0
6134,I would prefer Saturday please .,prefer,prefer Saturday I,1
6135,do you want to book for one day ?,want,one want for book you day,1
6136,I want five nights .,want,five want I nights,1
6137,Booking was successful . Reference number is : G1KVK1RL,,,0
6138,Thanks . I will also need a taxi from great saint mary 's church to the Avalon guesthouse .,,,0
6139,When do you want to leave or arrive by ?,,,0
6140,"I 'd like to leave the church by 12:00 , please .",like,I church like 12:00 leave by,1
6141,Okay . No problem I have you booked into a red Lexus and their contact number will be 07211078651 .,booked,07211078651 number I be booked you,1
6142,"Thank you , goodbye",,,0
6143,Thank you for using our service today .,Thank,for service you Thank today using,1
6144,I am looking for a restaurant in the west part of town .,,,0
6145,"Cambridge Lodge Restaurant is in the west part of town , and it serves European food .",,,0
6146,Thank you . Can I have the address please ?,,,0
6147,Yes . Their address is 139 Huntingdon Road City Centre .,,,0
6148,Thank you . I would like their price range and phone number as well please .,,,0
6149,Cambridge Lodge Restaurant is in the expensive price range and the phone number is 01223 355166 .,is,Restaurant 355166 01223 is is number,1
6150,"Thank you , goodbye .",,,0
6151,You 're welcome . Goodbye .,,,0
6152,Goodbye .,,,0
6153,Enjoy your dining experience .,,,0
6154,Can you tell me about any german restaurants in the east part of the city ?,,,0
6155,I 'm not finding a German restaurant in the east part of town . Would you like me to try other parts of town ?,,,0
6156,yes please . tell me if there are other restaurants in the east as well .,,,0
6157,"There are 9 restaurants in the east , including british , chinese , gastropub , indian , international and italian . Do you need more information ?",,,0
6158,Indian sounds good .,,,0
6159,There are four Indian restaurants in the east part of town ranging from moderate to expensive . Do you have a preference ?,,,0
6160,Can you book a table at your favorite expensive one ? There will be 4 of us at 15:15 on Friday .,be,at 15:15 be Friday on,1
6161,the sitar tandoori seems appropriate . i have booked it for you .,,,0
6162,i am also looking for a place to stay,,,0
6163,"I 'm sorry , I forgot to confirm your reservation at Pipasha Restaurant . The table will be reserved for 15 minutes . Reference number : CF1YTOAV . What type of hotel would you like ?",reserved,reserved minutes 15 for,1
6164,"Expensive hotel , free wifi and parking , 4 star , please .",,,0
6165,"I have two hotels that fit your criteria . Huntingdon Marriott Hotel is located in the west , and the University Arms Hotel is in the centre . Which would you prefer ?",,,0
6166,How about Huntingdon Marriott Hotel ? I need a reservation for 4 people for 3 nights starting on Friday .,need,I reservation nights people Friday for need for starting 4 on 3,1
6167,Ok . I reserved those rooms for you . Your reference number is FWZ4XMJO .,,,0
6168,"Thanks , that 's all I needed today . Goodbye !",'s,'s needed I that today all,1
6169,Have a lovely visit . Goodbye .,,,0
6170,"I need some recommendations for attractions in Cambridge at the centre , what would you suggest ?",,,0
6171,Is there a specific type of attraction you are most interested in ? The centre has many different kinds of attractions from museums to theaters . Do you have a preference ?,,,0
6172,"No , I do n't have a preference . May I please have some suggestions ?",,,0
6173,"If you 're in the mood for boating there is The Cambridge Punter at 251a Chesterton Road , or maybe a movie ? The Vue Cinema is at Grafton Centre , East Road .",,,0
6174,Could you also provide me with the postcodes for these establishments ?,,,0
6175,Yes All Saints Church is at jesus lane and is free,,,0
6176,"Hi there , I 'm trying to find a train that leaves from Leicester but it must be after 11:15 . Can you help me book a ticket ?",,,0
6177,"I see there is a train on Friday that leaves leicester at 14:09 to Cambridge , could you book me a ticket for this train ?",book,is I on 14:09 leaves book ticket see Friday train that at you,1
6178,Please book me a ticket for that train .,,,0
6179,Did you only need one ticket ?,,,0
6180,I just need the train ID please .,,,0
6181,"The train ID is TR6247 , would you like to book a seat ?",,,0
6182,No thank you . That 's not necessary . Can you help me find an indian restaurant in the centre of town ?,,,0
6183,I have 9 restaurants in that area . May I ask what your budget for lunch is ?,,,0
6184,Nothing expensive please .,,,0
6185,"There are three cheap resturants int hat area , kohinoor , the gandhi , and mahal of cambridge .",,,0
6186,"The Ghandi sounds nice . Can I get their address ? And they are a cheap restaurant , right ?",,,0
6187,"Yes , the gandhi is in the cheap price range . Their address is 72 Regent Street City Centre . Would you like me to book a table for you ?",,,0
6188,"No thank you , their information is enough at this time . Do they have a phone number ?",,,0
6189,"Yes , their phone number is 01223353942 . Is there anything else I can help you with today ?",Is,I you Is today help anything with,1
6190,I need a train from leicester on thursday and should leave after 11:15 .,need,on 11:15 after need thursday leave I train,1
6191,I have a 12:09 that arrives at 13:54 . Would that do for you ?,have,12:09 at arrives have 13:54 that I,1
6192,"Yes , that would be fine . Could I get the train ID ?",,,0
6193,The train ID is TR8882 . Can I help you with anything else ?,,,0
6194,I think that is all for now .,,,0
6195,The duration of the trip is 105 minutes . Have a great day !,is,is duration minutes 105,1
6196,Do you have any suggestions on a place in the centre to eat . I would like it to be expensive please .,,,0
6197,Is there any particular cuisine you prefer ?,,,0
6198,"No , I 'm not particular in fact I would like to try something exotic . Can you also give me the address please ?",,,0
6199,I recommend Bedouin at 100 Mill Road City Centre . Can I help you with anything else today ?,help,today help you I,1
6200,Yes . I am also looking for a place to stay that includes free wifi and is in the same area as the restaurant .,,,0
6201,Cityroomz looks like a good fit . Would you like to book that ?,,,0
6202,"Hmm , that name does n't inspire a lot of confidence . How many stars is it rated ?",,,0
6203,Cityroomz is rated as zero stars . If you 're looking for something more highly regarded the Gonville Hotel is 3 stars and the University Arms gets 4 . Do those sound better ?,,,0
6204,What price range is the University of Arms in ?,,,0
6205,The University Arms Hotel is in the expensive price range .,,,0
6206,Would you like to book that ?,,,0
6207,Do you need any more information about the University Arms Hotel ?,,,0
6208,"Yes , just give me their phone number if I want to reserve something I 'll call them myself .",,,0
6209,The phone number is 01223351241 . Can I help you with anything else ?,,,0
6210,Can you please confirm for me if the hotel has free wifi and what part of town it is in ? Thanks .,,,0
6211,The hotel has free internet and is in the center . The address is regent street cb21ad .,,,0
6212,Thank you ! That 's all I needed today . Bye !,'s,all today 's needed That I,1
6213,"Great , thank you for using our service . Have a great day .",,,0
6214,"Hi , I am looking for information on a place to stay .",,,0
6215,"Sure , are you looking for anything specific ?",,,0
6216,Yes a four star hotel that is cheap .,,,0
6217,"The Cambridge Belfry is a cheap hotel with a 4 star rating . It 's at Back Lane , cambourne . Can I book it ?",,,0
6218,Is that a guesthouse ? That is the type I am looking for .,,,0
6219,"There are 7 guest houses that are cheap , which part if town did you have in mind ?",,,0
6220,I do n't care about price . I just need a place to stay in the north that 's 4 stars .,,,0
6221,There are eight guesthouses in the north . I recommend home from home it has free internet and parking . Would you like me to book that ?,,,0
6222,"Yes , I would appreciate it if you would book that .",,,0
6223,"Can you tell me the day , number of nights and how many guests please ?",tell,nights day tell of you the number me,1
6224,Our stay will start on Tuesday for 4 nights . Our party includes 8 people .,start,Tuesday nights stay 4 on start for,1
6225,"Okay , your booking was successful . The reference number is DB9C3OVK . Can I help you with anything else ?",,,0
6226,"Great , that 's all I need , thanks so much for your help ! Have a great day !",,,0
6227,Will you need a restaurant booking or attraction information ? I can also help with transportation .,,,0
6228,no that will be all .,,,0
6229,Thank you and have a great day .,,,0
6230,Please have a taxi pick me up from riverboat georgina,,,0
6231,"Ok , What time do you want to be picked up ?",,,0
6232,I want to be picked up at riverboat georgina around 11:15 . I need to get to cambridge arts theatre . What is the car type and the contact number ?,,,0
6233,"Ok , what time do you want to arrive by ?",,,0
6234,I need to arrive by 11:15 .,need,11:15 by need I arrive,1
6235,"Your taxi has been booked , you will be riding a white tesla with the contact number 07492127564 . Is there anything else I can help you with today ?",Is,help anything with I you Is today,1
6236,Nothing else for now . Thank you for booking the taxi . Goodbye .,,,0
6237,Thank you for contacting us and have a nice day .,Thank,have contacting day for you nice us a Thank,1
6238,I am looking for the gonville hotel . Can you help me ?,,,0
6239,"Yes , would you like some information or do you want to go ahead and book it ?",,,0
6240,Could you check to see if they have booking for 3 people and 2 nights starting from thursday ?,check,check booking nights people thursday you see 3 2 from they for starting,1
6241,There are no rooms available for that time . Can I find a different hotel for you ?,,,0
6242,"Yes , please try South part of town , thank you .",,,0
6243,I can book a room for you at bridge guest house . Your reference number is C147JV9N . Will that be okay ?,,,0
6244,That 's great . Thank you .,,,0
6245,Okay is there anything else I can do for you ?,,,0
6246,No that will be it . Thank you .,,,0
6247,Thank you for using our system !,,,0
6248,I need a taxi from thanh binh .,,,0
6249,Great . I can help with that . What will your destination be ?,,,0
6250,Prezzo is my destination,,,0
6251,"Your booking is complete , a grey honda will pick you up .",,,0
6252,That s perfect that you for your help,,,0
6253,Have a great day .,,,0
6254,I am looking for a restaurant .,,,0
6255,What type of food are you looking for ?,,,0
6256,I 'm looking for unusual food . And I want a place in the centre of town .,,,0
6257,I do n't have anything matching unusual but I do have an African restaurant in the center of town as well as some gastropubs . Would either interest you ?,,,0
6258,I 'll take something that is cheap .,,,0
6259,There are a total of 15 restaurants that are cheap in the centre . Is there another type you would like to try ?,,,0
6260,Do you recommend a restaurant that is a little more different then the rest ?,,,0
6261,I would recommend golden house,,,0
6262,"Is that Italian ? I would like an Italian restaurant , please .",,,0
6263,"Okay , how about the pizza hut city centre ? I heard it 's pretty good .",,,0
6264,"Okay , that sounds good . I need to make a reservation for 2 people on Tuesday .",need,Tuesday I make on reservation need,1
6265,What time would you like to visit ?,,,0
6266,How about 13:15 ?,,,0
6267,I was able to book the table for you . It will be reserved for 15 minutes . The reference number is 97AAF776 .,reserved,15 for minutes reserved,1
6268,"That 's great , thank you .",,,0
6269,Awesome . Have a good day !,,,0
6270,"Hi , I am looking for a restaurant that is expensive and serves European food .",,,0
6271,I show 5 listings . Would you like a certain area of town ?,,,0
6272,"No specific area , but I would like it for Friday .",area,Friday for area it I like,1
6273,"Okay , I recommend City Stop Restaurant . What time would you like the reservation for and for how many people ?",,,0
6274,I 'd like to make reservations for 7 people at 11:15 on Friday please .,like,I at Friday like reservations on make 11:15,1
6275,You have a table reserved for 7 on Friday at 11:15 . Your reference number is V2IWL8VW .,have,have Friday reserved on 11:15 You table at,1
6276,"Thanks , I 'm also looking for a train for Friday that goes to Cambridge and arrives by 08:15 .",looking,for goes 08:15 I train looking that by Friday arrives for,1
6277,And where will you be coming from ?,,,0
6278,I 'll be coming from Peterborough . All 7 of us will need tickets for the train .,,,0
6279,TR0035 arrives by 08:09 . Does that work for you ?,arrives,arrives by 08:09 TR0035,1
6280,"Yes , please include the reference number .",,,0
6281,"Yes of course , the reference number for the train is MU82CCWU .",,,0
6282,"Thank you , that is all for today . Goodbye .",Thank,you is today that Thank for,1
6283,Have a great day !,,,0
6284,Can you find a room available at a 4 star hotel with free wi - fi ?,,,0
6285,The huntingdon marriott hotel is a 4 star hotel with Internet in the west . Would you like me to make a booking ?,,,0
6286,Is the place expensive ?,,,0
6287,"Yes it is an expensive , I have listings for another place that is cheap if that is what you need .",,,0
6288,I would prefer the expensive hotel . Please book it for 2 people for 2 nights starting on Sunday .,book,people it nights Sunday book 2 on 2 for for starting,1
6289,I was unable to book the hotel for that day . Would you like to try the cheap hotel ?,was,day unable that was book for I hotel,1
6290,"No , I 'd like to keep looking for an expensive hotel .",,,0
6291,Is there a certain area you would like it to be in ?,,,0
6292,"North part of town , please .",,,0
6293,"I was able to successfully book you at the university arms hotel , the reference number is 1F6HEPGZ .",,,0
6294,Thank you very much . I appreciate your help .,,,0
6295,No problem . Will that be all for today ?,be,be for today that,1
6296,"Yes , that will be all for today , goodbye .",be,be for today that,1
6297,Thank you for using our system !,,,0
6298,I am looking for a place called Cherry Hinton Water Play,,,0
6299,"It 's located on cherry hinton hall , cherry hinton road , cb18dw . Their phone number is 01223446100 . Will that be all ?",is,number is 01223446100,1
6300,I also need their postcode .,,,0
6301,the postcode is cb18dw,,,0
6302,I 'm also looking for a restaurant . Do you have anything cheap that serves Indian food ?,,,0
6303,"Yes , we have cheap Indian restaurants in both the centre and northern parts of town . Do you have any preferences ?",,,0
6304,Can you suggest one that s in the north ? I would just need the name and address please . Thanks .,,,0
6305,How does royal spice sound ? They 're on Victoria Avenue in Chesterton .,,,0
6306,I would need a taxi to travel to cherry hinton water play from the restaurant .,,,0
6307,What time do you need that taxi ?,,,0
6308,I want to leave royal spice by 11:45 please,,,0
6309,A blue tesla will pick you at 11:45 from royal spice . There contact number is 07346133095 . Is there anything else I can help you with ?,is,is 07346133095 number,1
